,date,rawContent,cleaned_content
110,2022-09-26 09:52:14+00:00,@ashleyyOh I hope your kids don’t see this as Oct is too close 😅,i hope your kids don t see this as oct is too close
111,2022-09-26 09:52:14+00:00,@serverdown_ @vibigraphy அலோ உங்களை கூப்பிட்டேன்ல,
112,2022-09-26 09:52:13+00:00,"You're the best fifty eight

CARDAGULAN SA PIE WithEIAN

#EianRances | #SelaGuia 
#SuperSEian",youre best fifty eight cardagulan sa pie witheian
113,2022-09-26 09:52:13+00:00,Adopt me is getting boring lol despite all the updates,adopt me is getting boring lol despite all updates
114,2022-09-26 09:52:11+00:00,Betenya triple 🐒,betenya triple
115,2022-09-26 09:52:11+00:00,your smile sgt menyayat hati,your smile sgt menyayat hati
116,2022-09-26 09:52:11+00:00,@malik_malinda @RashidYusoff11 Nampak hakak @RozyRazit semangat nyanyi kt belakang tu🤣🤣🤣🤣,nampak hakak semangat nyanyi kt belakang tu
117,2022-09-26 09:52:09+00:00,Nga naman 😅😅😅,nga naman
118,2022-09-26 09:52:08+00:00,@xlizagx Leave it out you 😂😂😂 the season to be jolly Virgo haters everywhere 🤦🏿‍♂️,leave it out you season be jolly virgo haters everywhere
119,2022-09-26 09:52:07+00:00,@IzzLatif Fingers crossed.,fingers crossed
120,2022-09-26 09:52:06+00:00,haiz.. https://t.co/TDRRsR9IT7,haiz
121,2022-09-26 09:52:06+00:00,wheres the man i need in life . the kind of man .. who would kiss me if we’re quarelling . who would put his hand in my pocket when bitches look at me.  never too much to ask . wether their chickened out or no,wheres man i need life kind man who would kiss me if we re quarelling who would put his hand my pocket when bitches look at me never too much ask wether their chickened out or no
122,2022-09-26 09:52:04+00:00,Japan likely spent largest amount ever for Sept 22 FX intervention -estimates https://t.co/YGnr0NpH2F https://t.co/Lw8i2oNXyg,japan likely spent largest amount ever sept 22 fx intervention estimates
123,2022-09-26 09:52:02+00:00,Cloudy for rest of the day. For tomorrow thundery showers mainly over northern western and central Singapore in the late morning and early afternoon. Issued 5.49 pm.,cloudy rest day tomorrow thundery showers mainly over northern western central singapore late morning early afternoon issued 5 49 pm
124,2022-09-26 09:52:02+00:00,@ScrollsQuick https://t.co/49TrIklijs,
125,2022-09-26 09:52:01+00:00,@skkf_net Ogladam wtedy stare zdjecia i filmy,ogladam wtedy stare zdjecia i filmy
126,2022-09-26 09:51:59+00:00,Trial pacar kek trial account spotify aja,trial pacar kek trial account spotify aja
127,2022-09-26 09:51:59+00:00,"The gift that keeps giving. See you 10 Dec Seonho 💙💙💙

Kimsda update today  ◡̈ Domestic fan meeting #comingsoon scheduled for 10 Dec 
https://t.co/Q2WEIACk6A

#김선호 #선호 #คิมซอนโฮ #kimseonho https://t.co/vaV1kiMcC8",gift that keeps giving see you 10 dec seonho kimsda update today domestic fan meeting scheduled 10 dec
128,2022-09-26 09:51:57+00:00,Hayyat nak kahwin dengan aira. Syaf tunggu tu je🤣🤣 @aniqshr @sitikhadjahalim #SekaliLagiCintaKembali,hayyat nak kahwin dengan aira syaf tunggu tu je
129,2022-09-26 09:51:57+00:00,@mufasahu https://t.co/jmje37YGCp,
130,2022-09-26 09:51:57+00:00,"@ocee_me08 Nahh itu selama belum masuk hukum positif selalu ada celah yg dicari, semoga ada putusan yg ttp deh terkait hal ini",nahh itu selama belum masuk hukum positif selalu ada celah yg dicari semoga ada putusan yg ttp deh terkait hal ini
131,2022-09-26 09:51:56+00:00,"If I ever said I love you. No I don't, infact I cringe until today 🤮 https://t.co/bgDOveVFXB",if i ever said i love you no i dont infact i cringe until today
132,2022-09-26 09:51:56+00:00,"You're the best fifty seven

CARDAGULAN SA PIE WithEIAN

#EianRances | #SelaGuia 
#SuperSEian",youre best fifty seven cardagulan sa pie witheian
133,2022-09-26 09:51:55+00:00,@ntsamello Yah neh😁😂,yah neh
134,2022-09-26 09:51:54+00:00,@Shonny_SA @KaizerChiefs Lol... Beke le beke🤣😂,lol beke le beke
135,2022-09-26 09:51:52+00:00,"You're the best fifty six

CARDAGULAN SA PIE WithEIAN

#EianRances | #SelaGuia 
#SuperSEian",youre best fifty six cardagulan sa pie witheian
136,2022-09-26 09:51:52+00:00,a whole lot of CRAY-DVD going up in my head… GIVE ME TIME.,whole lot cray dvd going up my head give me time
137,2022-09-26 09:51:52+00:00,Dia punya Muhammad Ridhwan je dah meyakinkan.,dia punya muhammad ridhwan je dah meyakinkan
138,2022-09-26 09:51:52+00:00,"Bot telegram paling kurang ajar sih. Baru buka langsung pap titit anjir, trauma ane main Anonymous.",bot telegram paling kurang ajar sih baru buka langsung pap titit anjir trauma ane main anonymous
139,2022-09-26 09:51:48+00:00,"👉👉 shake shake☺️☺️☺️

#NuNew
#NanaNu 
#ฃนฃน 

 https://t.co/d72fbJIN5q",shake shake
